Ayuzmat	long-lived	antoine1-17
balavat	strong	antoine1-17
Bagavat BagavAn	m. God	antoine1-17
matimat	prudent	antoine1-17
DImat	talented	antoine1-17
SrImat	rich	antoine1-17
jYAnavat	learned	antoine1-17
Danavat	wealthy	antoine1-17
himavat himavAn	m. Himalaya	antoine1-17
hanumat hanumAn	m. Hanuman	antoine1-17
vinodaH	diversion, pastime	antoine1-17
kAlaH	time	antoine1-17
vyasanam	dissipation, need	antoine1-17
mUrKaH	fool	antoine1-17
nidrA	sleep	antoine1-17
kalahaH	quarrel	antoine1-17
smi smayate	to smile	antoine1-17
pari-BU pariBavati	to overcome	antoine1-17
pari-vft parivartate	to turn	antoine1-17
pari-hf pariharati	to avoid	antoine1-17
pari-has parihasati	to laugh at	antoine1-17
paruza	hard, rough	antoine1-17
Akula	disturbed, afflicted	antoine1-17
dIrGa	long	antoine1-17
