pakzin pakzI	m. bird	antoine1-26
senA	army	antoine1-26
sEnikaH	soldier	antoine1-26
senApatiH	m. general	antoine1-26
Amram	mango	antoine1-26
rUpyam	rupee	antoine1-26
ARakaH	anna (unit of money)	antoine1-26
vEdyaH	doctor	antoine1-26
dinam	n. day	antoine1-26
divasaH	m. day	antoine1-26
saptAhaH	week	antoine1-26
mAsaH	month	antoine1-26
varzam	year	antoine1-26
SatAbdam	century	antoine1-26
fRam	debt	antoine1-26
sajala	having water	antoine1-26
dvayam	pair	antoine1-26
trayam	group of three	antoine1-26
catuzwayam	group of four	antoine1-26
kzuDArta	famished	antoine1-26
mahilA	woman	antoine1-26
BujagaH	serpent	antoine1-26
BujagI	female serpent	antoine1-26
aRqaH	egg	antoine1-26
buBukzita	famished	antoine1-26
kzIRa	lean, emaciated	antoine1-26
nizkaruRa	pitiless	antoine1-26
puruzaH	man	antoine1-26
SrotriyaH	learned brahmin	antoine1-26
dIrGasUtratA	slowness	antoine1-26
praBavaH	origin	antoine1-26
mattaH	from me	antoine1-26
yojanam	eight miles	antoine1-26
fRadAtf	money lender	antoine1-26
yamaH (god of death)	Yama	antoine1-26
prARAH	(m. pl.) life	antoine1-26
BAvasamanvita	wise	antoine1-26
kroSaH	two miles	antoine1-26
sva	(adj) one's own	antoine1-26
tandrA	sluggishness	antoine1-26
sahodaraH	brother	antoine1-26
BAgavataH	devotee	antoine1-26
buDaH	wise man	antoine1-26
vastavya	to be dwelt in	antoine1-26
hAtavya	to be avoided	antoine1-26
BUtiH	f. prosperity	antoine1-26
hfdayam	heart	antoine1-26
budDiH	f. intelligence	antoine1-26
iha	(adv) here	antoine1-26
mUlyam	price	antoine1-26
Alasyam	laziness	antoine1-26
