agniH	fire	antoine1-06
atiTiH	guest	antoine1-06
ariH	enemy	antoine1-06
kaviH	poet	antoine1-06
giriH	mountain	antoine1-06
muniH	sage	antoine1-06
raviH	sun	antoine1-06
rASiH	heap	antoine1-06
udaDiH	ocean	antoine1-06
kaliH	quarrel	antoine1-06
induH	moon	antoine1-06
izuH	arrow	antoine1-06
guruH	teacher	antoine1-06
taruH	tree	antoine1-06
paraSuH	axe	antoine1-06
paSuH	beast	antoine1-06
banDuH	friend	antoine1-06
bAhuH	arm	antoine1-06
binduH	drop	antoine1-06
SiSuH	baby	antoine1-06
prAk	before,to the east (+Ablative)	antoine1-06
pUrvam	before (+Ablative)	antoine1-06
anantaram	after (+Ablative)	antoine1-06
A	until,up to (+Ablative)	antoine1-06
praBfti	since (+Ablative)	antoine1-06
bahiH	outside (+Ablative)	antoine1-06
fte	except,without (+Ablative)	antoine1-06
vinA	without (+Ablative)	antoine1-06
upari	above (+Genitive)	antoine1-06
aDaH	below (+Genitive)	antoine1-06
purataH	in front of (+Genitive)	antoine1-06
paScAt	behind (+Genitive)	antoine1-06
agre	in the presence of (+Genitive)	antoine1-06
parataH	beyond (+Genitive)	antoine1-06
samakzam	in the presence of (+Genitive)	antoine1-06
kfte	for the sake of (+Genitive)	antoine1-06
