kfz kfzati	to plough	antoine1-05
kzip kzipati	to throw	antoine1-05
tud tudati	to strike	antoine1-05
diS diSati	to show	antoine1-05
liK liKati	to write	antoine1-05
viS viSati	to enter	antoine1-05
sfj sfjati	to create	antoine1-05
spfS spfSati	to touch	antoine1-05
kft kfntati	to cut	antoine1-05
muc muYcati	to release	antoine1-05
lup lumpati	to break	antoine1-05
lip limpati	to anoint	antoine1-05
vid vindati	to find	antoine1-05
sic siYcati	to sprinkle	antoine1-05
iz icCati	to wish	antoine1-05
pracC pfcCati	to ask	antoine1-05
has hasati	to laugh	antoine1-05
hve hvayati	to call	antoine1-05
anilaH	wind	antoine1-05
BAraH	burden	antoine1-05
vIraH	hero	antoine1-05
SfgAlaH	jackal	antoine1-05
haMsaH	swan	antoine1-05
gfham	house	antoine1-05
tIram	bank	antoine1-05
BUzaRam	ornament	antoine1-05
ratnam	jewel	antoine1-05
saha	with (+Instrumental)	antoine1-05
vinA	without (+Instrumental)	antoine1-05
alam	enough (+Instrumental)	antoine1-05
kftam	enough (+Instrumental)	antoine1-05
namaH	salutation to (+Dative)	antoine1-05
svasti	hail to (+Dative)	antoine1-05
