vAri	water	antoine1-12
maDu	honey	antoine1-12
aSru	tear	antoine1-12
ambu	water	antoine1-12
jAnu	knee	antoine1-12
vastu	thing	antoine1-12
dAru	wood	antoine1-12
anDa	blind	antoine1-12
udAra	generous	antoine1-12
kARa	one-eyed	antoine1-12
kuSala	skilful	antoine1-12
kftrima	artificial	antoine1-12
kfpaRa	wretched	antoine1-12
kzudra	small,mean	antoine1-12
KaYja	lame	antoine1-12
tIvra	sharp,acute	antoine1-12
durlaBa	difficult to get	antoine1-12
nava	new	antoine1-12
nitya	regular,obligatory	antoine1-12
prasanna	favorable, clear	antoine1-12
pIna	fat	antoine1-12
mfta	dead	antoine1-12
vfdDa	old	antoine1-12
vyADita	sick	antoine1-12
hata	killed	antoine1-12
suganDi	sweet-smelling	antoine1-12
suraBi	fragrant	antoine1-12
Suci	pure	antoine1-12
bahu	much,many	antoine1-12
sADu	virtuous	antoine1-12
ASu	swift	antoine1-12
cAru	lovely	antoine1-12
guru	heavy	antoine1-12
mfdu	soft	antoine1-12
svAdu	sweet	antoine1-12
dAtf	generous	antoine1-12
kartf	doer	antoine1-12
jetf	victorious	antoine1-12
vaktf	eloquent	antoine1-12
gantf	going	antoine1-12
vand vandate	to salute	antoine1-12
aDi-kzip aDikzipati	to abuse	antoine1-12
pad padyate	to go, to obtain	antoine1-12
vi-pad vipadyate	to fall into misfortune	antoine1-12
sam-pad sampadyate	to prosper	antoine1-12
