kf karoti	to do, to make	antoine1-09
vi-vad vivadate	to disagree	antoine1-09
vft vartate	to exist	antoine1-09
ni-vft ni-vartate	to desist from	antoine1-09
upa-gam upagacCati	to approach	antoine1-09
vi-sad vizIdati	to be sad	antoine1-09
aDi-sTA aDitizWati	to live in (+Accusative)	antoine1-09
pari-nI pariRayati	to marry	antoine1-09
aBi-ni-viS aBiniviSate	to resort to (+Accusative)	antoine1-09
A-df Adriyate	to respect	antoine1-09
BAz BAzate	to speak	antoine1-09
A-raB AraBate	to begin	antoine1-09
laB laBate	to obtain	antoine1-09
matiH	(f) mind	antoine1-09
SaktiH	(f) power	antoine1-09
BaktiH	(f) devotion	antoine1-09
tfptiH	(f) satisfaction	antoine1-09
nItiH	(f) conduct	antoine1-09
keliH	(f) jest	antoine1-09
BUmiH	(f) earth	antoine1-09
DUliH	(f) dust	antoine1-09
rAtriH	(f) night	antoine1-09
DenuH	(f) cow	antoine1-09
caYcuH	(f) beak	antoine1-09
tanuH	(f) body	antoine1-09
rajjuH	(f) rope	antoine1-09
reRuH	(f) dust,pollen	antoine1-09
hanuH	(f) jaw	antoine1-09
kAryam	work	antoine1-09
GawaH	jar	antoine1-09
AdeSaH	order	antoine1-09
SIrze karomi	I place on my head	antoine1-09
kare karomi	I take in my hand	antoine1-09
kzaRaM karomi	I wait one moment	antoine1-09
matiM karomi	I turn my mind to (+Locative)	antoine1-09
padaM karomi	I set foot on (+Locative)	antoine1-09
