asmad	I	antoine1-13
yuzmad	you	antoine1-13
tad	that, he	antoine1-13
etad	this	antoine1-13
SaraH	arrow	antoine1-13
sUtaH	charioteer	antoine1-13
stenaH	thief	antoine1-13
DarmaH	duty	antoine1-13
arTaH	wealth	antoine1-13
muktiH	f salvation	antoine1-13
gopAlaH	Gopala, cowherd	antoine1-13
malahArakaH	sweeper	antoine1-13
sumatiH	Sumati, good mind	antoine1-13
pArizadaH	courtier	antoine1-13
vaDaH	killing	antoine1-13
darSanam	sight	antoine1-13
aBiDeyam	name	antoine1-13
vimUQa	bewildered	antoine1-13
snih snihyati	to feel affection (+Locative)	antoine1-13
sev sevate	to serve	antoine1-13
kim	what ?	antoine1-13
samIpam	near (+Genitive)	antoine1-13
kataraH	which of the two	antoine1-13
BfSam	greatly, violently	antoine1-13
niraparADa	innocent	antoine1-13
pra-viS praviSati	to enter	antoine1-13
ava-lok avalokayati	to see	antoine1-13
