jalamuc jalamuk	m. cloud	antoine1-15
fc fk	f. hymn	antoine1-15
tvac tvak	f. skin	antoine1-15
vAc vAk	f. speech	antoine1-15
Suc Suk	f. grief	antoine1-15
vaRij vaRik	m. merchant	antoine1-15
Bizaj Bizak	m. doctor	antoine1-15
ftvij ftvik	m. priest	antoine1-15
samrAj samrAw	m. emperor	antoine1-15
parivrAj parivrAw	m. mendicant	antoine1-15
sraj srak	f. garland	antoine1-15
marut	m. wind	antoine1-15
BUBft	m. king	antoine1-15
vidyut	f. lightning (flash)	antoine1-15
taqit	f. lightning (strike)	antoine1-15
sarit	f. river	antoine1-15
suhfd suhft	friend	antoine1-15
udBid udBit	m. plant	antoine1-15
Apad Apat	f. adversity	antoine1-15
vipad vipat	f. danger	antoine1-15
sampad sampat	f. wealth	antoine1-15
parizad parizat	f. assembly	antoine1-15
Sarad Sarat	f. autumn	antoine1-15
kzuD kzut	f. hunger	antoine1-15
samiD samit	f. fuel	antoine1-15
prAvfz prAvfw	f. rainy season	antoine1-15
diS dik	f. direction	antoine1-15
asfj asfk	n. blood	antoine1-15
candramas candramAH	m. moon	antoine1-15
veDas veDAH	m. creator	antoine1-15
payas payaH	n. water,milk	antoine1-15
uras uraH	n. breast	antoine1-15
cetas cetaH	n. mind	antoine1-15
manas manaH	n. mind	antoine1-15
yaSas yaSaH	n. fame	antoine1-15
vayas vayaH	n. age	antoine1-15
