gaNgA	the Ganges	antoine1-08
ramBA	plantain-tree	antoine1-08
mudrA	seal,coin	antoine1-08
SoBA	splendour	antoine1-08
BAryA	wife	antoine1-08
CAyA	shade	antoine1-08
sanDyA	twilight	antoine1-08
BAzA	speech	antoine1-08
saBA	assembly	antoine1-08
reKA	line	antoine1-08
mAlA	garland	antoine1-08
latA	creeper	antoine1-08
bAlikA	girl	antoine1-08
nagarI	town	antoine1-08
nadI	river	antoine1-08
DAtrI	nurse	antoine1-08
pfTivI	earth	antoine1-08
vARI	voice	antoine1-08
rAjYI	queen	antoine1-08
siMhI	lioness	antoine1-08
jananI	mother	antoine1-08
nArI	woman	antoine1-08
patnI	wife	antoine1-08
BaginI	sister	antoine1-08
gfhiRI	housewife	antoine1-08
SarvarI	night	antoine1-08
Ikz Ikzate	to see	antoine1-08
kamp kampate	to tremble	antoine1-08
gAh gAhate	to dive	antoine1-08
jan jAyate	to be born	antoine1-08
qI qIyate	to fly	antoine1-08
man manyate	to think	antoine1-08
yuD yuDyate	to fight	antoine1-08
ruc rocate	to please	antoine1-08
mantr mantrayate	consult	antoine1-08
mfg mfgayate	to search	antoine1-08
vi-ji vijayate	to conquer	antoine1-08
parA-ji parAjayate	to defeat	antoine1-08
A-pracC ApfcCate	to take leave of (+Accusative)	antoine1-08
