kaT kaTayati	to tell	antoine1-07
kzal kzAlayati	to wash	antoine1-07
gaR gaRayati	to count	antoine1-07
Guz Gozayati	to proclaim	antoine1-07
cint cintayati	to think	antoine1-07
cur corayati	to steal	antoine1-07
Cad CAdayati	to cover	antoine1-07
daRq daRqayati	to punish	antoine1-07
Df DArayati	to owe	antoine1-07
pAl pAlayati	to protect	antoine1-07
pIq pIqayati	to oppress	antoine1-07
pUj pUjayati	to adore	antoine1-07
Bakz Bakzayati	to eat	antoine1-07
BUz BUzayati	to adorn	antoine1-07
rac racayati	to arrange	antoine1-07
sAntv sAntvayati	to console	antoine1-07
spfh spfhayati	to long for (+Dative)	antoine1-07
ati-kram atikrAmyati	to cross	antoine1-07
aDi-gam aDigacCati	to obtain	antoine1-07
anu-sf anusarati	to follow	antoine1-07
apa-car apacarati	to depart	antoine1-07
aBi-DAv aBiDAvati	to attack	antoine1-07
ava-dah avadahati	to burn down	antoine1-07
A-nI Anayati	to bring	antoine1-07
ud-BU udBavati	to arise	antoine1-07
upa-viS upaviSati	to sit	antoine1-07
ati	over, beyond	antoine1-07
aDi	near,unto	antoine1-07
anu	after,along	antoine1-07
apa	away from	antoine1-07
aBi	towards	antoine1-07
ava	down	antoine1-07
A	unto,back	antoine1-07
ud	up,forth	antoine1-07
upa	near	antoine1-07
ni	under	antoine1-07
nis	away,out	antoine1-07
pari	round,about	antoine1-07
pra	forward	antoine1-07
prati	towards,against	antoine1-07
vi	apart,without	antoine1-07
sam	together,fully	antoine1-07
