vaDUH	bride	antoine1-11
camUH	army	antoine1-11
SvaSrUH	mother-in-law	antoine1-11
asiH	m sword	antoine1-11
ASramaH	hermitage	antoine1-11
OzaDam	medicine	antoine1-11
kzetram	field	antoine1-11
vidyA	knowledge	antoine1-11
yadi	if	antoine1-11
ekadA	once upon a time	antoine1-11
tArA	star	antoine1-11
dAsI	maid-servant	antoine1-11
durjanaH	wicked person	antoine1-11
netram	eye	antoine1-11
pustakam	book	antoine1-11
Bayam	fear	antoine1-11
satyam	truth	antoine1-11
kintu	but	antoine1-11
taq tAqayati	beat	antoine1-11
kup kupyati	to be angry (+Dative)	antoine1-11
kxp kalpate	to be fit for (+Dative)	antoine1-11
ava-gam avagacCati	to know	antoine1-11
ud-sTA uttizWati	to rise	antoine1-11
tul tolayati	to weigh	antoine1-11
A-diS AdiSati	to order, to command	antoine1-11
pra-buD praboDati	to wake up	antoine1-11
mf mriyate	to die	antoine1-11
as asti	to be	antoine1-11
