dAtf dAtA	m. donor	antoine1-10
kartf kartA	m. doer	antoine1-10
netf netA	m. leader	antoine1-10
Srotf SrotA	m. hearer	antoine1-10
savitf savitA	m. sun	antoine1-10
jetf jetA	m. conqueror	antoine1-10
naptf naptA	m. grandson	antoine1-10
pitf pitA	m. father	antoine1-10
BrAtf BrAtA	m. brother	antoine1-10
jAmAtf jAmAtA	m. son-in-law	antoine1-10
duhitf duhitA	f. daughter	antoine1-10
mAtf mAtA	f. mother	antoine1-10
nanAMdf nanAMdA	f. sister-in-law	antoine1-10
svasf svasA	f. sister	antoine1-10
raTaH	chariot	antoine1-10
SaWaH	rogue	antoine1-10
udyAnam	garden	antoine1-10
svasti	hail ! (+Dative)	antoine1-10
punar punaH	again	antoine1-10
prAtar prAtaH	early morning	antoine1-10
kroDaH	anger	antoine1-10
loBaH	greed	antoine1-10
kAmaH	desire	antoine1-10
mohaH	illusion	antoine1-10
nASaH	destruction	antoine1-10
pApam	sin	antoine1-10
kAraRam	cause	antoine1-10
praBU praBavati	to arise, to be produced	antoine1-10
pravft pravartate	to proceed	antoine1-10
KaRq KaRqayati	to break	antoine1-10
