as asyati	P4 throw	antoine1-04
tuz tuzyati	P4 be pleased	antoine1-04
naS naSyati	P4 perish,be destroyed	antoine1-04
nft nftyati	P4 dance	antoine1-04
puz puzyati	P1 nourish	antoine1-04
muh muhyati	P4 faint	antoine1-04
BraMS BraSyati	P4 fall	antoine1-04
daMS daSati	P1 bite	antoine1-04
nind nindati	P1 blame	antoine1-04
div dIvyati	P4 play	antoine1-04
Sam SAmyati	P4 cease, be quiet	antoine1-04
kzam kzAmyati	P4 forgive,bear	antoine1-04
Sram SrAmyati	P4 be weary,be tired	antoine1-04
mad mAdyati	P4 rejoice, be glad	antoine1-04
vyaD viDyati	P4 pierce	antoine1-04
Bram BrAmyati	P4 roam,err	antoine1-04
DmA Damati	P1 blow	antoine1-04
hf harati-harate	U1 take away	antoine1-04
gam gacCati	P1 go	antoine1-04
yam yacCati	P1 restrain	antoine1-04
dA yacCati	P1 give	antoine1-04
guh gUhati-gUhate	U1 hide	antoine1-04
sad sIdati	P1 sit	antoine1-04
GrA jiGrati	P1 smell	antoine1-04
pA pibati	P1 drink	antoine1-04
sTA tizWati	P1 stand	antoine1-04
dfS paSyati	P1 see	antoine1-04
kUpaH	m well	antoine1-04
gajaH	m elephant	antoine1-04
candraH	m moon	antoine1-04
prAsAdaH	m palace	antoine1-04
hradaH	m lake	antoine1-04
kusumam	n flower	antoine1-04
jIvanam	n life	antoine1-04
Danam	n wealth	antoine1-04
vanam	n forest	antoine1-04
SIrzam	n head	antoine1-04
na	ind not	antoine1-04
ca	ind and	antoine1-04
