snA	to bathe	antoine1-18
Sru	to hear	antoine1-18
ci	to collect	antoine1-18
Ap	to obtain	antoine1-18
dIp dIpyate	to shine	antoine1-18
stu	to praise	antoine1-18
yAc yAcate	to beg	antoine1-18
jalp jalpati	to prattle	antoine1-18
mA	to measure	antoine1-18
rud	to cry	antoine1-18
ram ramate	to sport	antoine1-18
kzaR	to hurt	antoine1-18
tan	to spread	antoine1-18
han	to kill	antoine1-18
svap	to sleep	antoine1-18
ruD	to obstruct	antoine1-18
kzuB kzuByati	to be agitated	antoine1-18
hA	to abandon	antoine1-18
Bid	to break	antoine1-18
tF tarati	to cross	antoine1-18
pF	to fill	antoine1-18
Cid	to cut	antoine1-18
dF	to tear	antoine1-18
lI	to stick, to adhere	antoine1-18
lU	to cut	antoine1-18
DA	to put	antoine1-18
Suz Suzyati	to dry	antoine1-18
