kiyat	how great, how much	antoine1-20
yAvat tAvat	as much as	antoine1-20
guRin	virtuous	antoine1-20
jYAnin	learned	antoine1-20
mantrin ( mantrI )	m. minister	antoine1-20
rogin	sick	antoine1-20
tejasvin	bright	antoine1-20
svAmin svAmI	m. husband, master	antoine1-20
SaSin SaSI	m. moon	antoine1-20
iyat	so much	antoine1-20
etAvat	so much	antoine1-20
dfQa	firm	antoine1-20
pfTu	broad	antoine1-20
kfSa	thin	antoine1-20
pawu	clever	antoine1-20
sTira	steady	antoine1-20
sTUla	big	antoine1-20
uru	wide	antoine1-20
kzipta	quick	antoine1-20
mahat	great	antoine1-20
Bavat	your honor	antoine1-20
alpa	little	antoine1-20
antika	near	antoine1-20
BogaH	pleasure	antoine1-20
Buj	to enjoy	antoine1-20
tap tapati	to do penance, to burn	antoine1-20
yA	to go	antoine1-20
sarva	all	antoine1-20
balin	strong	antoine1-20
Danin	rich	antoine1-20
BImaH	Bhima	antoine1-20
tfzRA	thirst	antoine1-20
jF jIryati	to grow old,to decay	antoine1-20
jIvanam	life	antoine1-20
brAhmaRaH	brahmin	antoine1-20
vittam	money	antoine1-20
A-Sri ASrayati	to depend on (+Accusative)	antoine1-20
viGnaH	obstacle	antoine1-20
