aSvaH	m horse	antoine1-03
AcAraH	m conduct	antoine1-03
kapotaH	m pigeon	antoine1-03
karaH	m hand	antoine1-03
kAkaH	m crow	antoine1-03
grAmaH	m village	antoine1-03
janaH	m person	antoine1-03
dAsaH	m servant	antoine1-03
deSaH	m country	antoine1-03
naraH	m man	antoine1-03
nfpaH	m king	antoine1-03
parvataH	m mountain	antoine1-03
bAlaH	m boy	antoine1-03
meGaH	m cloud	antoine1-03
vfkzaH	m tree	antoine1-03
annam	n food	antoine1-03
inDanam	n fuel	antoine1-03
kanakam	n gold	antoine1-03
kamalam	n lotus	antoine1-03
jalam	n water	antoine1-03
tfRam	n grass	antoine1-03
duHKam	n misery	antoine1-03
patram	n leaf	antoine1-03
pAtram	n vessel	antoine1-03
Palam	n fruit	antoine1-03
SarIram	n body	antoine1-03
SAstram	n sacred precept	antoine1-03
SIlam	n character	antoine1-03
suKam	n happiness	antoine1-03
sTAnam	n place	antoine1-03
aBitaH	ind near,in front of (+Accusative)	antoine1-03
paritaH	ind around (+Accusative)	antoine1-03
sarvataH	ind on all sides of (+Accusative)	antoine1-03
uBayataH	ind on both sides of (+Accusative)	antoine1-03
Dik	ind fie on (+Accusative)	antoine1-03
samayA	ind near (+Accusative)	antoine1-03
nikazA	ind near (+Accusative)	antoine1-03
vinA	ind without (+Accusative)	antoine1-03
antareRa	ind without (+Accusative)	antoine1-03
ati	ind above (+Accusative)	antoine1-03
anu	ind after, according to, along (+Accusative)	antoine1-03
aBi	ind near (+Accusative)	antoine1-03
prati	ind to,towards (+Accusative)	antoine1-03
antarA	ind between (+Accusative)	antoine1-03
upa	ind near,below (+Accusative)	antoine1-03
