bAlikA	girl	antoine1-23
gAyikaH	singer	antoine1-23
gAyikA	songstress	antoine1-23
gOra - gOrI	white	antoine1-23
kiSora - kiSorI	adolescent	antoine1-23
taruRa - taruRI	youthful	antoine1-23
sadfSa - sadfSI	like, similar	antoine1-23
vyAGraH	tiger	antoine1-23
hariRaH	hind = deer	antoine1-23
haMsI	female swan	antoine1-23
mayUraH	peacock	antoine1-23
mayUrI	peahen	antoine1-23
kokilaH - kokilA	cuckoo	antoine1-23
ajaH - ajA	goat	antoine1-23
balAkaH - balAkA	crane	antoine1-23
cawakaH - cawakA	sparrow	antoine1-23
mfnmaya - mfnmayI	earthen	antoine1-23
cinmaya - cinmayI	spiritual	antoine1-23
carmamaya - carmamayI	leathern	antoine1-23
dehaH	body	antoine1-23
jarA	old age	antoine1-23
rogaH	disease	antoine1-23
ahitam	harmful deed	antoine1-23
citra	suprising, strange	antoine1-23
pari-tarj paritarjayati	to menace, threaten	antoine1-23
pra-hf praharati	to strike	antoine1-23
A-car Acarati	perform	antoine1-23
kzamin	forbearing	antoine1-23
dakza	competent	antoine1-23
svasTa	(adj) sound	antoine1-23
indriyam	sense	antoine1-23
pratyudyamaH	remedy	antoine1-23
Bavanam	house	antoine1-23
guRagrAhin	appreciative	antoine1-23
aruja	healthy	antoine1-23
yAvat- tAvat	while	antoine1-23
kIdfSa - kIdfSI	what kind of ?	antoine1-23
AtmaSreyas (AtmaSreyaH)	n. supreme good	antoine1-23
puRyam	merit	antoine1-23
sudurlaBa	very hard to obtain	antoine1-23
prayatnaH	effort	antoine1-23
Kananam	digging	antoine1-23
anukUla	favorable	antoine1-23
kzayaH	loss, decline	antoine1-23
dUrataH	(adv) far away	antoine1-23
apratihata	unimpaired	antoine1-23
sam-dIp saMdIpyate	to burn, glow	antoine1-23
kArya	to be done	antoine1-23
tAdfSa - tAdfSI	such	antoine1-23
vyAGrI	tigress	antoine1-23
hariRI	doe = female deer	antoine1-23
amBas amBaH	n. water	antoine1-23
