idam	this	antoine1-14
adas	that	antoine1-14
A-gam AgacCati	to come	antoine1-14
vi-smf vismarati	to forget	antoine1-14
krIq krIqati	to play	antoine1-14
BaYj Bajyate	to break (passive)	antoine1-14
grah gfhyate	to seize (passive)	antoine1-14
SAs Sizyate	to order (passive)	antoine1-14
vac ucyate	to speak (passive)	antoine1-14
banD baDyate	to bind (passive)	antoine1-14
pra-kAS prakASate	to shine	antoine1-14
aDama	inferior	antoine1-14
antima	last	antoine1-14
asIma	boundless	antoine1-14
AcAryaH	preceptor	antoine1-14
dUtaH	messenger	antoine1-14
sarpaH	snake	antoine1-14
hariH	Hari	antoine1-14
rAmaH	Rama	antoine1-14
sItA	Sita	antoine1-14
laGu	(adj) light	antoine1-14
Bartf BartA	husband	antoine1-14
ASA	hope	antoine1-14
kanyA	daughter	antoine1-14
kaTA	story	antoine1-14
jihvA	tongue	antoine1-14
lajjA	shame	antoine1-14
ata eva	therefore	antoine1-14
anyaTA	otherwise	antoine1-14
alam	enough (+Instrumental)	antoine1-14
iti	so, thus	antoine1-14
ciram	for a long time	antoine1-14
tUzRIm	silently	antoine1-14
